Image Names	visually detect problem colors (Shades of red, green, and orange)	Contrasts mitigate problem	Labels mitigate problem	Distance mitigates problem	Conclusion (5 types listed in drop down)	Notes 
elife-53127-fig2-v2.jpg	FALSE				Definitely okay	
elife-53155-fig4-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-53308-fig7-v3.jpg	FALSE				Definitely okay	
elife-53370-fig1-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-53404-fig2-v4.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-53459-fig2-v3.jpg	TRUE	N	N	N	Definitely problematic	
elife-53459-fig3-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-53807-fig1-v2.jpg	FALSE				Definitely okay	
elife-53895-fig6-v3.jpg	TRUE	N	N	N	Definitely problematic	
elife-53901-fig5-v2.jpg	FALSE				Definitely okay	
elife-53910-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-53916-fig1-v1.jpg	FALSE				Definitely okay	
elife-53916-fig2-v1.jpg	TRUE	Y	N	N	Probably okay	Some of the red and green dots in Figure B are hard to distinguish
elife-53945-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	There is enough contrast between the green and red
elife-53972-fig1-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-54098-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-54160-fig7-v1.jpg	FALSE				Definitely okay	
elife-54170-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-54224-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-54253-fig4-v2.jpg	TRUE	Y	NA	Y	Definitely okay	
elife-54285-fig1-v2.jpg	FALSE				Definitely okay	
elife-54313-fig6-v3.jpg	FALSE				Gray-scale	
elife-54385-fig5-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-54501-fig2-v2.jpg	FALSE				Definitely okay	
elife-54566-fig1-v2.jpg	TRUE	N	Y	N	Probably problematic	While there is a heatmap, it does not overcome the lack of contrast
elife-54568-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic	The red fades into the blue in the simulated image
elife-54582-fig3-v2.jpg	FALSE				Definitely okay	
elife-54670-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-54695-fig2-v2.jpg	TRUE	Y	Y	N	Probably okay	The red and green appear to have enough contrast, but unclear
elife-54726-fig12-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-54870-fig2-v3.jpg	FALSE				Definitely okay	
elife-54880-fig6-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-54936-fig6-v3.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-55007-fig2-v2.jpg	FALSE				Definitely okay	
elife-55007-fig4-v2.jpg	FALSE				Definitely okay	
elife-55013-fig4-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-55159-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-55210-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-55246-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-55289-fig7-v2.jpg	TRUE	Y	N	N	Probably okay	Figure H, the red fades into the blue, but it is likely unimportant
elife-55294-fig4-v2.jpg	FALSE				Definitely okay	
elife-55415-fig9-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-55443-fig7-v2.jpg	FALSE				Definitely okay	
elife-55487-fig6-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-55513-fig3-v2.jpg	FALSE				Gray-scale	
elife-55564-fig1-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-55578-fig4-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-55587-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-55744-fig2-v2.jpg	FALSE				Definitely okay	
elife-55745-fig5-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-55965-fig2-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-55978-fig3-v1.jpg	FALSE				Definitely okay	
elife-56058-fig2-v2.jpg	FALSE				Definitely okay	
elife-56059-fig4-v1.jpg	TRUE	Y	N	N	Probably okay	Merged image may have enough contrast
elife-56073-fig7-v2.jpg	TRUE	Y	Y	N	Probably okay	Figure A, reds and greens are labeled and have some contrast, but it is still hard to distinguiish them.
elife-56098-fig7-v2.jpg	TRUE	Y	NA	Y	Definitely okay	
elife-56110-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-56151-fig4-v1.jpg	FALSE				Definitely okay	
elife-56159-fig4-v2.jpg	FALSE				Definitely okay	
elife-56221-fig2-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-56349-fig4-v2.jpg	FALSE				Definitely okay	
elife-56374-fig7-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-56404-fig8-v1.jpg	TRUE	N	Y	N	Definitely okay	
elife-56571-fig6-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-56619-fig3-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-56645-fig4-v2.jpg	FALSE				Definitely okay	
elife-56689-fig2-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-56894-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-56914-fig2-v2.jpg	FALSE				Definitely okay	
elife-56920-fig5-v3.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-56935-fig2-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-57012-fig7-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-57090-fig6-v2.jpg	TRUE	Y	NA	N	Definitely okay	
elife-57101-fig1-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-57154-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-57155-fig6-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-57179-fig3-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-57467-fig2-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-57492-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-57541-fig5-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-57553-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-57626-fig7-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-57670-fig6-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-57779-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic	The red in Figure B fades.
elife-57843-fig6-v2.jpg	FALSE				Definitely okay	
elife-57860-fig6-v2.jpg	FALSE				Definitely okay	
elife-57861-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-57915-fig7-v2.jpg	FALSE				Definitely okay	
elife-57950-fig5-v2.jpg	FALSE				Definitely okay	
elife-57964-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-58039-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-58061-fig6-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-58139-fig3-v2.jpg	FALSE				Definitely okay	
elife-58243-fig9-v2.jpg	FALSE				Definitely okay	
elife-58281-fig2-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-58331-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-58463-fig4-v3.jpg	TRUE	Y	N	N	Definitely okay	
elife-58463-fig6-v3.jpg	TRUE	Y	N	N	Definitely okay	
elife-58556-fig2-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-58573-fig3-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-58686-fig8-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-58779-fig5-v3.jpg	TRUE	Y	N	N	Definitely okay	
elife-58782-fig4-v1.jpg	FALSE				Definitely okay	
elife-58815-fig8-v1.jpg	TRUE	Y	N	Y	Definitely okay	
elife-58901-fig8-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-59045-fig4-v1.jpg	FALSE				Definitely okay	
elife-59055-fig5-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-59288-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic	Figure A: green and orange in simulated to similar
elife-59525-fig3-v2.jpg	FALSE				Definitely okay	
elife-59525-fig6-v2.jpg	FALSE				Definitely okay	
elife-59629-fig12-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-59650-fig1-v2.jpg	FALSE				Definitely okay	
elife-59654-fig5-v2.jpg	FALSE				Definitely okay	
elife-59755-fig5-v2.jpg	FALSE				Definitely okay	
elife-59795-fig1-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-60047-fig4-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-60108-fig7-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-60125-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-60175-fig2-v2.jpg	FALSE				Definitely okay	
elife-60470-fig6-v2.jpg	FALSE				Definitely okay	
elife-60568-fig6-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-60595-fig3-v1.jpg	FALSE				Definitely okay	
elife-60675-fig7-v2.jpg	FALSE				Definitely okay	
elife-60682-fig7-v2.jpg	FALSE				Definitely okay	
elife-60810-fig5-v3.jpg	TRUE	Y	N	N	Probably okay	Image A has a merge, the contrast may be enough.
elife-60917-fig3-v1.jpg	FALSE				Definitely okay	
elife-60940-fig2-v2.jpg	TRUE	Y	NA	N	Definitely okay	
elife-61011-fig5-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-61018-fig3-v2.jpg	FALSE				Definitely okay	
elife-61276-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	There labels, but does not help mitigate
elife-61317-fig2-v3.jpg	TRUE	Y	N	Y	Definitely okay	
elife-61346-fig1-v2.jpg	FALSE				Definitely okay	
elife-61413-fig1-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-61487-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-61581-fig5-v1.jpg	FALSE				Definitely okay	
elife-61619-fig5-v1.jpg	FALSE				Definitely okay	
elife-61821-fig4-v1.jpg	FALSE				Definitely okay	
elife-61841-fig6-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-61919-fig1-v1.jpg	FALSE				Definitely okay	
elife-61940-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-61964-fig6-v3.jpg	TRUE	N	N	N	Definitely problematic	
elife-61974-fig5-v2.jpg	FALSE				Definitely okay	
elife-62014-fig1-v1.jpg	FALSE				Definitely okay	
elife-62163-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-62199-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-62207-fig2-v1.jpg	FALSE				Definitely okay	
elife-62365-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-62373-fig2-v2.jpg	FALSE				Definitely okay	
elife-62390-fig8-v2.jpg	FALSE				Definitely okay	
elife-62606-fig3-v2.jpg	FALSE				Definitely okay	
elife-62611-fig5-v3.jpg	TRUE	Y	N	N	Definitely okay	
elife-62614-fig2-v2.jpg	FALSE				Definitely okay	
elife-62639-fig1-v3.jpg	FALSE				Definitely okay	
elife-62682-fig3-v1.jpg	TRUE	Y	N	N	Probably problematic	There is some contract, but may not be enough to mitigate problem
elife-62691-fig1-v3.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-62718-fig4-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-62912-fig1-v2.jpg	FALSE				Definitely okay	
elife-63003-fig5-v3.jpg	FALSE				Definitely okay	
elife-63056-fig4-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-63204-fig6-v1.jpg	FALSE				Definitely okay	
elife-63204-fig7-v1.jpg	FALSE				Definitely okay	
elife-63250-fig2-v1.jpg	TRUE	Y	N	N	Probably okay	In Figure C, red fades slightly in simulated image
elife-63493-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-63556-fig3-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-63591-fig4-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-63596-fig6-v2.jpg	FALSE				Definitely okay	
elife-63603-fig2-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-63642-fig2-v2.jpg	TRUE	Y	NA	Y	Definitely okay	Color issue is the label
elife-63704-fig3-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-63737-fig4-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-63753-fig2-v3.jpg	FALSE				Gray-scale	
elife-63810-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-63856-fig9-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-63936-fig6-v1.jpg	FALSE				Definitely okay	
elife-64281-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-64303-fig4-v3.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-64348-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-64356-fig3-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-64356-fig4-v2.jpg	FALSE				Gray-scale	
elife-64518-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-64615-fig1-v2.jpg	FALSE				Definitely okay	
elife-64624-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-64740-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-64767-fig13-v2.jpg	TRUE	NA	NA	Y	Definitely okay	seperate images
elife-64811-fig1-v3.jpg	FALSE				Definitely okay	
elife-64830-fig6-v2.jpg	FALSE				Definitely okay	
elife-64846-fig6-v1.jpg	FALSE				Definitely okay	
elife-64901-fig7-v2.jpg	FALSE				Definitely okay	
elife-65118-fig5-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-65156-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-65233-fig4-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-65282-fig1-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-65301-fig1-v1.jpg	FALSE				Definitely okay	
elife-65620-fig6-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-65691-fig5-v1.jpg	FALSE				Gray-scale	
elife-65703-fig7-v3.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-65758-fig6-v1.jpg	TRUE	Y	N	N	Probably okay	Red fades but when zooming in, it easier to tell.
elife-65902-fig1-v2.jpg	FALSE				Definitely okay	
elife-65905-fig11-v4.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-65906-fig7-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-65993-fig7-v3.jpg	FALSE				Definitely okay	
elife-65996-fig4-v2.jpg	FALSE				Definitely okay	
elife-66014-fig6-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-66165-fig2-v2.jpg	TRUE	Y	N	N	Probably okay	Unsure there is enough contract in figure E
elife-66175-fig6-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-66288-fig2-v2.jpg	FALSE				Definitely okay	
elife-66488-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-66491-fig3-v2.jpg	FALSE				Definitely okay	
elife-66519-fig8-v2.jpg	FALSE				Definitely okay	
elife-66524-fig5-v3.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-66608-fig7-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-66695-fig1-v2.jpg	FALSE				Definitely okay	
elife-66718-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-66884-fig1-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-66968-fig5-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-67065-fig4-v2.jpg	FALSE				Definitely okay	
elife-67074-fig2-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-67092-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-67236-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-67275-fig5-v1.jpg	FALSE				Definitely okay	
elife-67316-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-67336-fig7-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-67455-fig2-v1.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-67628-fig9-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-67778-fig5-v3.jpg	FALSE				Gray-scale	
elife-67989-fig5-v2.jpg	FALSE				Definitely okay	
elife-68045-fig9-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-68048-fig2-v3.jpg	FALSE				Definitely okay	
elife-68058-fig2-v1.jpg	FALSE				Definitely okay	
elife-68066-fig8-v2.jpg	FALSE				Definitely okay	
elife-68080-fig2-v2.jpg	FALSE				Definitely okay	
elife-68240-fig2-v1.jpg	FALSE				Definitely okay	
elife-68372-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-68469-fig2-v2.jpg	TRUE	Y	N	N	Probably okay	Figure C, the orange and green may be too similar to map back to label
elife-68484-fig4-v3.jpg	FALSE				Gray-scale	
elife-68590-fig4-v1.jpg	FALSE				Definitely okay	
elife-68605-fig10-v1.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-68980-fig1-v2.jpg	FALSE				Definitely okay	
elife-69099-fig4-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-69182-fig1-v3.jpg	TRUE	N	N	N	Definitely problematic	
elife-69444-fig6-v2.jpg	FALSE				Gray-scale	
elife-69498-fig6-v3.jpg	FALSE				Definitely okay	
elife-69705-fig7-v2.jpg	FALSE				Definitely okay	
elife-69709-fig9-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-69773-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-69796-fig3-v1.jpg	FALSE				Definitely okay	
elife-69836-fig2-v2.jpg	TRUE	Y	Y	N	Definitely okay	heatmap
elife-69995-fig1-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-70023-fig2-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-70034-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-70055-fig1-v4.jpg	TRUE	Y	N	Y	Definitely okay	
elife-70067-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-70067-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-70067-fig6-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-70106-fig6-v4.jpg	TRUE	Y	N	N	Definitely okay	
elife-70173-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-70207-fig1-v1.jpg	FALSE				Definitely okay	
elife-70217-fig7-v1.jpg	FALSE				Definitely okay	
elife-70240-fig4-v1.jpg	FALSE				Gray-scale	
elife-70272-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-70294-fig1-v2.jpg	FALSE				Definitely okay	
elife-70330-fig3-v1.jpg	FALSE				Definitely okay	
elife-70436-fig5-v2.jpg	FALSE				Definitely okay	
elife-70514-fig3-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-70518-fig8-v3.jpg	TRUE	N	N	N	Definitely problematic	
elife-70685-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-70766-fig3-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-70816-fig5-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-70988-fig2-v1.jpg	TRUE	Y	N	N	Definitely okay	This image is hard to read even without color issues.
elife-71074-fig1-v2.jpg	FALSE				Definitely okay	
elife-71094-fig5-v1.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-71105-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-71132-fig1-v3.jpg	TRUE	N	N	N	Probably problematic	In B, the green and red on the dog fade. Unclear if that has significance.
elife-71339-fig4-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-71420-fig3-v2.jpg	FALSE				Definitely okay	
elife-71443-fig4-v2.jpg	TRUE	N	Y	N	Definitely okay	Merge image, but they label the only green so it is ok.
elife-71473-fig4-v2.jpg	FALSE				Definitely okay	
elife-71513-fig3-v2.jpg	FALSE				Definitely okay	
elife-71611-fig6-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-71636-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-71725-fig5-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-71866-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-71887-fig1-v2.jpg	TRUE	Y	N	N	Probably problematic	The different shades of greens and yellows blend in the protein
elife-71965-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic	Pink fades into blue.
elife-72001-fig7-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-72062-fig5-v2.jpg	FALSE				Definitely okay	
elife-72276-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-72350-fig1-v2.jpg	FALSE				Definitely okay	
elife-72443-fig5-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-72483-fig2-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-72565-fig2-v3.jpg	FALSE				Definitely okay	
elife-72573-fig7-v2.jpg	TRUE	Y	NA	Y	Definitely okay	
elife-72579-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-72595-fig3-v2.jpg	FALSE				Definitely okay	
elife-72668-fig7-v3.jpg	TRUE	Y	N	N	Definitely okay	
elife-72676-fig5-v2.jpg	FALSE				Definitely okay	
elife-72684-fig1-v2.jpg	FALSE				Definitely okay	
elife-72692-fig3-v2.jpg	FALSE				Definitely okay	
elife-72806-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-72872-fig3-v3.jpg	TRUE	N	N	N	Definitely problematic	
elife-72872-fig5-v3.jpg	TRUE	N	N	N	Definitely problematic	
elife-72917-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-73011-fig6-v3.jpg	TRUE	N	N	N	Definitely problematic	Pink fades in blue in Figure B
elife-73018-fig1-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-73062-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-73093-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-73093-fig4-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-73137-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-73173-fig7-v2.jpg	FALSE				Definitely okay	
elife-73231-fig4-v2.jpg	FALSE				Definitely okay	
elife-73421-fig1-v2.jpg	FALSE				Definitely okay	
elife-73783-fig7-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-73796-fig4-v2.jpg	FALSE				Definitely okay	
elife-73812-fig9-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-73819-fig7-v2.jpg	FALSE				Definitely okay	
elife-73976-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-73976-fig4-v2.jpg	FALSE				Definitely okay	
elife-74011-fig5-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-74334-fig4-v1.jpg	TRUE	Y	N	N	Probably okay	Figure D, the backkroung green and red may be hard to distinguish.
elife-74399-fig6-v2.jpg	FALSE				Definitely okay	
elife-74561-fig3-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-74581-fig4-v1.jpg	FALSE				Definitely okay	
elife-74648-fig2-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-74695-fig1-v1.jpg	FALSE				Definitely okay	
elife-74716-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-75143-fig2-v2.jpg	FALSE				Definitely okay	
elife-75186-fig5-v2.jpg	FALSE				Definitely okay	
elife-75248-fig8-v2.jpg	FALSE				Definitely okay	
elife-75466-fig4-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-75470-fig8-v2.jpg	FALSE				Definitely okay	
elife-75508-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-75538-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-75611-fig12-v1.jpg	FALSE				Definitely okay	
elife-75663-fig4-v2.jpg	FALSE				Definitely okay	
elife-75917-fig4-v2.jpg	FALSE				Gray-scale	
elife-75931-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-76008-fig5-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-76008-fig7-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-76086-fig3-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-76100-fig6-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-76101-fig4-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-76101-fig7-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-76123-fig3-v2.jpg	FALSE				Definitely okay	
elife-76278-fig3-v1.jpg	TRUE	Y	N	N	Probably problematic	Light green and light yellow are very similar.
elife-76562-fig3-v3.jpg	FALSE				Definitely okay	
elife-76682-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-76729-fig4-v4.jpg	TRUE	Y	Y	N	Definitely okay	
elife-76908-fig6-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-77740-fig6-v1.jpg	TRUE	N	N	N	Definitely problematic	